#{"t_start": 1787958908.5660124, "env_id": "None"}
r,l,t
-0.025204,12,915.554126
-0.410025,12,916.439264
-1.493842,12,917.425714
-0.632357,12,918.160856
-0.052185,12,919.047076
-0.163928,12,920.451571
0.00296,12,921.372711
0.473125,12,922.185214
-0.179703,12,923.135308
0.347923,12,924.019823
0.386871,12,924.924197
0.575704,12,925.711707
-0.248454,12,926.728325
0.770625,12,927.695772
-1.47262,12,928.694934
0.156843,12,929.670744
0.185253,12,930.568417
-0.694961,12,931.568673
-0.111379,12,932.482637
0.372885,12,933.450441
0.263981,12,934.252997
0.368027,12,935.099812
-0.231537,12,936.152939
0.957367,12,937.149684
0.376768,12,938.171291
-0.250694,12,939.013036
-0.211211,12,940.020993
-0.405309,12,941.096871
-0.16448,12,942.175047
-0.255135,12,943.100926
0.171152,12,943.991644
-0.698413,12,944.94322
-1.300088,12,945.923694
0.099053,12,946.791673
0.410793,12,947.680347
0.170464,12,948.847269
0.390478,12,949.693258
-0.468081,12,950.592813
0.759592,12,951.439898
1.255765,12,952.245519
-0.354132,12,953.148818
0.773989,12,954.106771
-0.043524,12,955.122508
0.713258,12,955.918906
0.294477,12,956.951261
-0.799864,12,957.951289
-2.9,12,958.649732
0.477146,12,959.632765
0.149943,12,961.062801
-0.483579,12,962.031489
0.215175,12,963.007625
0.215775,12,963.997539
0.288495,12,965.011685
-2.4,12,965.716125
0.272483,12,966.632705
0.291141,12,967.469954
-1.090286,12,968.321825
-0.073494,12,969.240283
0.263197,12,970.104953
0.221146,12,971.198758
0.031929,12,972.136849
-0.28746,12,973.055286
-0.729033,12,974.053835
-0.803097,12,974.967637
-1.731784,12,976.017688
1.112957,12,976.975201
-0.254817,12,977.984632
-0.921465,12,979.006735
-0.867261,12,980.097817
1.408823,12,980.915797
-0.798834,12,981.771802
-0.733212,12,982.739045
-1.094051,12,983.599709
-2.26505,12,984.604715
-0.409498,12,985.549691
-0.151122,12,986.392374
-0.361699,12,987.368119
-0.167789,12,988.418483
0.171815,12,989.400482
-0.645225,12,990.270534
0.09853,12,991.123695
-0.619148,12,992.153777
0.748341,12,993.080134
-0.208416,12,994.023695
0.303207,12,994.893717
-0.014762,12,995.80712
-1.059347,12,996.908937
-0.459637,12,997.849253
0.500699,12,998.772786
0.100051,12,999.611468
0.324478,12,1000.466095
-0.52383,12,1001.844199
-0.841933,12,1002.85363
-0.466361,12,1003.889799
0.204677,12,1004.853769
-0.266221,12,1005.701243
-0.546993,12,1006.530997
0.043992,12,1007.603042
1.413752,12,1008.541398
0.201998,12,1009.582566
-0.170475,12,1010.583069
-0.15534,12,1011.555648
-0.486469,12,1012.446624
-0.249905,12,1013.571481
0.297186,12,1014.481547
-0.119215,12,1015.416901
1.429435,12,1016.200268
-0.803393,12,1017.111064
0.075349,12,1018.128115
0.064966,12,1019.239339
0.572876,12,1020.24261
-0.821795,12,1021.223283
0.354239,12,1022.134957
0.24909,12,1023.094939
1.29593,12,1024.104511
-0.246014,12,1025.104718
0.436886,12,1026.151654
0.674624,12,1026.966353
-0.187861,12,1027.945615
-0.482976,12,1028.903853
-1.208205,12,1029.911381
-0.969974,12,1030.890881
-0.689121,12,1031.702681
-0.735779,12,1032.466313
0.801081,12,1033.343086
-0.387078,12,1034.45021
-0.85132,12,1035.375478
-0.306425,12,1036.3203
-0.736807,12,1037.209843
0.37319,12,1038.249279
0.232312,12,1039.190821
-0.840692,12,1040.147782
-0.320695,12,1041.108881
0.203223,12,1042.518677
-0.023895,12,1043.506147
0.415537,12,1044.424273
-0.744408,12,1045.324494
-1.607896,12,1046.41073
-0.205002,12,1047.299738
0.019227,12,1048.237816
0.164803,12,1049.149572
0.452236,12,1049.918808
-0.491991,12,1050.884705
-0.688905,12,1051.739871
0.2309,12,1052.674321
-0.018274,12,1053.586619
-0.205971,12,1054.49248
0.801488,12,1055.415719
